sender,distinct_eoas,arbs_with_tx,median_arbs_per_eoa,top_eoa_share,top3_eoa_share,strict_arbs,pools,tx_to_equals_sender_share,public,wallet_rotation,operator
0x94ff44c68d49fa1d370f8f828cec8426a7458d9e,1,75,75.0,1.0,1.0,78,3,0.9615384615384616,False,False,c:0xd22e65a99e92551829035af1c7b9e51e9ba94f87
0x7761fdc9f33ec8c5ff233f056081fc1202258500,20,67,2.0,0.1791044776119403,0.417910447761194,74,4,0.8918918918918919,False,False,c:0x7761fdc9f33ec8c5ff233f056081fc1202258500
0xefe7a50f92b089b06d0e6cbcc85d7584424921b2,60,64,1.0,0.03125,0.09375,70,3,0.9142857142857143,True,False,public
0x50b81acf7e02117ee10dae154284db6924edf8a6,3,61,16.0,0.47540983606557374,1.0,69,2,0.8840579710144928,False,False,c:0x50b81acf7e02117ee10dae154284db6924edf8a6
0x126f47fe3705b785c8bf17940a8418b3f07c5b2a,62,68,1.0,0.029411764705882353,0.08823529411764706,68,1,1.0,True,False,public
0x3d4327109af8b0b7526a9c729a8cf9f991927bea,15,60,2.0,0.6,0.7,66,3,0.9090909090909091,False,False,c:0x3d4327109af8b0b7526a9c729a8cf9f991927bea
0x72ce954dd0ab0fb91d9b5d51d4b378b99ee0bef1,21,49,2.0,0.12244897959183673,0.2857142857142857,65,4,0.7538461538461538,False,False,c:0x863cb59042b240e70add7378e166bbd9efdc7b66
0x94e76d2084a37bb8cc08843486d0889a55a36f57,10,57,2.0,0.38596491228070173,0.7719298245614035,63,3,0.9047619047619048,False,False,c:0x94e76d2084a37bb8cc08843486d0889a55a36f57
0x7b107da9d81f3f713a63c72b955c530e487afe65,10,51,5.5,0.13725490196078433,0.4117647058823529,61,4,0.8360655737704918,False,False,c:0x7b107da9d81f3f713a63c72b955c530e487afe65
0x4f6bf6548dccaa0c519bb34f953dc6376e38c5a5,14,57,2.0,0.2807017543859649,0.5614035087719298,58,2,0.0,False,False,c:0x4f6bf6548dccaa0c519bb34f953dc6376e38c5a5
0x2762cc4891fb1d59db488100c2db0df10f7d7292,32,47,1.0,0.06382978723404255,0.1702127659574468,55,4,0.8545454545454545,True,False,public
0x5cadee135fadf05ca51f0208e2448ef411caee4d,10,48,5.0,0.1875,0.4583333333333333,49,2,0.0,False,False,c:0xfbcb2705105e4b07b5f6aab73c4b928d941abca6
0x0000000d94514cbcf9455c0be85541e5d45cf1f5,21,36,2.0,0.1111111111111111,0.25,46,4,0.782608695652174,False,False,c:0x0000000d94514cbcf9455c0be85541e5d45cf1f5
0x0000000000ef40f5e9e32ed6c4d6ab4993c0e850,7,44,5.0,0.25,0.5909090909090909,46,3,0.9565217391304348,False,False,c:0x0000000000ef40f5e9e32ed6c4d6ab4993c0e850
0x7faa9143f9eef51ac872568e72c26d9c2a5bc656,36,43,1.0,0.06976744186046512,0.16279069767441862,43,1,1.0,True,False,public
0xec48daceb2c60bc671462794fd82b6f7e7cfd221,1,36,36.0,1.0,1.0,40,3,0.9,False,False,c:0xec48daceb2c60bc671462794fd82b6f7e7cfd221
0xce6e8180bc00192f4cbb4a6a787dee28c3327a4d,31,31,1.0,0.03225806451612903,0.0967741935483871,39,3,0.7948717948717948,True,False,public
0x37d191a936d251bb731dac8e7dcc60a965e80a8e,1,32,32.0,1.0,1.0,39,4,0.8205128205128205,False,False,c:0x37d191a936d251bb731dac8e7dcc60a965e80a8e
0x0239900d73144f92e7911db7fb06ee53eaf5f2e2,26,33,1.0,0.09090909090909091,0.24242424242424243,39,3,0.02564102564102564,False,False,c:0x0239900d73144f92e7911db7fb06ee53eaf5f2e2
0x9c966d591977dec351554e84140e6a3b5ed32401,19,35,2.0,0.17142857142857143,0.34285714285714286,37,2,0.9459459459459459,False,False,c:0x9c966d591977dec351554e84140e6a3b5ed32401
0xb24884318c5c103379bd3bb169d510a4c1987034,15,32,2.0,0.15625,0.375,37,3,0.8648648648648649,False,False,c:0xb24884318c5c103379bd3bb169d510a4c1987034
0x2726972cd532bfda5bc6f299fd000e684472de6e,1,35,35.0,1.0,1.0,37,2,0.9459459459459459,False,False,c:0x2726972cd532bfda5bc6f299fd000e684472de6e
0x6d3ebc288a9ff9aa2d852d52b79946760eb17671,14,30,2.0,0.13333333333333333,0.3333333333333333,35,2,0.8571428571428571,False,False,c:0x6d3ebc288a9ff9aa2d852d52b79946760eb17671
0x1442cbbd862a3e598ec89e45a5302dafd144bc50,4,31,2.5,0.8064516129032258,0.967741935483871,35,2,0.8857142857142857,False,False,c:0x96b4ede94dd5d1c45f8c5b41071f6e785f41e662
0xe2e6fe779cf3ffe6a5d06f7262a0c00587252ffe,10,27,3.0,0.18518518518518517,0.4444444444444444,35,4,0.7714285714285715,False,False,c:0xe2e6fe779cf3ffe6a5d06f7262a0c00587252ffe
0x4fcc1bbe74142304f1e7e6b0110a5c3ad4b88906,10,25,2.0,0.24,0.56,34,4,0.7352941176470589,False,False,c:0xb8d309c93f7de9ce6ed3d35322db8aee32da54bb
0xd22e65a99e92551829035af1c7b9e51e9ba94f87,1,32,32.0,1.0,1.0,34,2,0.9411764705882353,False,False,c:0xd22e65a99e92551829035af1c7b9e51e9ba94f87
0x863cb59042b240e70add7378e166bbd9efdc7b66,5,26,4.0,0.46153846153846156,0.8461538461538461,30,3,0.8666666666666667,False,False,c:0x863cb59042b240e70add7378e166bbd9efdc7b66
0x9521c975e163c3f3722e67a921079d51cfc67bd5,27,27,1.0,0.037037037037037035,0.1111111111111111,30,3,0.9,False,False,c:0x9521c975e163c3f3722e67a921079d51cfc67bd5
0x54bfb1fedaad7583452111be2106900f156fafd2,9,28,3.0,0.25,0.5357142857142857,29,2,0.9655172413793104,False,False,c:0x7b107da9d81f3f713a63c72b955c530e487afe65
0x51f728b545fdc384c0919bd0a1626e292744602f,2,25,12.5,0.72,1.0,29,2,0.8620689655172413,False,False,c:0x51f728b545fdc384c0919bd0a1626e292744602f
0xfbcb2705105e4b07b5f6aab73c4b928d941abca6,11,28,2.0,0.21428571428571427,0.5,28,1,0.0,False,False,c:0xfbcb2705105e4b07b5f6aab73c4b928d941abca6
0xd7aa118619eb50c94ab27d00892d9c924d971578,17,26,1.0,0.11538461538461539,0.3076923076923077,27,2,0.9629629629629629,False,False,c:0xd7aa118619eb50c94ab27d00892d9c924d971578
0x311358fda82b53ad1523abb2908be722d766116f,11,27,2.0,0.14814814814814814,0.4444444444444444,27,1,0.4074074074074074,False,False,c:0x311358fda82b53ad1523abb2908be722d766116f
0x669134eb9139be393a447324dc915fbb4b2637bd,26,26,1.0,0.038461538461538464,0.11538461538461539,26,1,1.0,False,False,c:0x669134eb9139be393a447324dc915fbb4b2637bd
0x730483417ee09ca03098dc1ebf435d15b33e5fa0,1,26,26.0,1.0,1.0,26,1,1.0,False,False,c:0x730483417ee09ca03098dc1ebf435d15b33e5fa0
0x63168bf05fa72eabfcf7e6d70ca8f2cc0c11bee1,9,21,2.0,0.19047619047619047,0.5238095238095238,26,3,0.8076923076923077,False,False,c:0xe2e6fe779cf3ffe6a5d06f7262a0c00587252ffe
0x91d7ebc37301e4236bf91b19f2810b000bd97723,20,21,1.0,0.09523809523809523,0.19047619047619047,24,2,0.875,False,False,c:0x91d7ebc37301e4236bf91b19f2810b000bd97723
0x157772231907501b6ffccb7bf2b1b871f391d2d5,16,23,1.0,0.17391304347826086,0.34782608695652173,23,1,0.0,False,False,c:0x157772231907501b6ffccb7bf2b1b871f391d2d5
0xb8d309c93f7de9ce6ed3d35322db8aee32da54bb,10,20,1.5,0.25,0.55,22,3,0.9090909090909091,False,False,c:0xb8d309c93f7de9ce6ed3d35322db8aee32da54bb
0xf31d55b8be017de3d96781c6752f54f793d6d25d,17,20,1.0,0.1,0.3,22,2,0.5909090909090909,False,False,c:0xf31d55b8be017de3d96781c6752f54f793d6d25d
0x42ff8fc5d41545f63dab95e7cd70aff279805548,1,20,20.0,1.0,1.0,21,2,0.9523809523809523,False,False,c:0x42ff8fc5d41545f63dab95e7cd70aff279805548
